ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
dogri,,182,dgi,"dgo, xnr",{},33.0,75.0,Eurasia,,Dogri,52,False,False
doko,,274,dok,ngc,{},3.0,23.0833333333,Africa,,Doko,923,False,False
dolgan,,19,dol,dlg,{},71.25,98.0,Eurasia,,Dolgan,53,False,False
domaaki,,182,dmk,dmk,{},36.1666666667,74.0,Eurasia,,Domaaki,1390,False,False
domari,,182,dom,rmt,{},32.0,35.0,Eurasia,,Domari,1592,False,False
dongo,,287,dgo,doo,{},3.0,30.0,Africa,,Dongo,1389,False,False
dong (southern),,404,don,kmc,{},27.0,109.0,Eurasia,,Dong (Southern),1952,False,False
donno so,,296,dds,dds,{},14.3333333333,-3.58333333333,Africa,,Donno So,2556,False,False
doutai,,228,dou,tds,{},-3.33333333333,138.166666667,Papunesia,,Doutai,672,False,False
doyayo,,815,doy,dow,{},8.66666666667,13.0833333333,Africa,,Doyayo,2249,False,False
drehu,,87,dre,dhv,{},-21.0,167.25,Papunesia,,Drehu,2402,False,True
duala,,274,dua,dua,{},4.0,9.41666666667,Africa,,Duala,1451,False,False
duka,,286,duk,dud,{},11.1666666667,5.08333333333,Africa,,Duka,1794,False,False
dullay (gollango),,698,dug,gwd,{},5.5,37.25,Africa,,Dullay (Gollango),673,False,False
dulong,,385,dul,duu,{},28.0,98.3333333333,Eurasia,,Dulong,1166,False,False
duma,,274,dma,dma,{},-0.95,13.0,Africa,,Duma,980,False,False
dumagat (casiguran),,514,dca,dgc,{},16.3333333333,122.0,Papunesia,,Dumagat (Casiguran),314,False,False
dumi,,512,dmi,dus,{},27.25,86.6666666667,Eurasia,,Dumi,1891,False,False
dumo,,392,dum,vam,{},-2.68333333333,141.3,Papunesia,,Dumo,2189,False,False
duna,,431,dun,duc,{},-5.5,142.5,Papunesia,,Duna,793,False,False
dutch,,181,dut,nld,{},52.5,6.0,Eurasia,,Dutch,2345,False,False
dutch (brabantic),,181,dbr,nld,{},50.75,4.5,Eurasia,,Dutch (Brabantic),54,False,False
dutch (limburg),,181,dli,nld,{},51.0,5.5,Eurasia,,Dutch (Limburg),55,False,False
dutch (zeeuws),,181,duz,zea,{},51.5,3.75,Eurasia,,Dutch (Zeeuws),56,False,False
dyimini,,806,dym,dyi,{},8.41666666667,-4.41666666667,Africa,,Dyimini,674,False,False
dyirbal,,794,dyi,dbl,{},-17.8333333333,145.583333333,Australia,,Dyirbal,2349,False,False
dyula,,292,dyu,dyu,{},9.83333333333,-4.66666666667,Africa,,Dyula,315,False,False
ebira,,278,ebi,igb,{},8.16666666667,7.0,Africa,,Ebira,1030,False,False
edolo,,111,edo,etr,{},-6.16666666667,142.666666667,Papunesia,,Edolo,1068,False,False
efate (south),,87,erk,erk,{},-17.75,168.416666667,Papunesia,,Efate (South),2638,False,False
efik,,293,efi,efi,{},4.91666666667,8.5,Africa,,Efik,1865,False,False
ega,,804,ega,ega,{},5.5,-5.5,Africa,,Ega,1230,False,False
eipo,,446,eip,eip,{},-4.33333333333,140.083333333,Papunesia,,Eipo,527,False,False
ejagham,,274,eja,etu,{},5.41666666667,8.66666666667,Africa,,Ejagham,1452,False,False
ekari,,436,eka,ekg,{},-3.83333333333,135.5,Papunesia,,Ekari,2333,False,True
ekoti,,274,eko,eko,{},-16.5,39.5,Africa,,Ekoti,794,False,False
elseng,,256,els,mrf,{},-3.0,140.5,Papunesia,,Elseng,57,False,False
emai,,295,ora,ema,{},7.08333333333,5.91666666667,Africa,,Emai,196,False,False
embaloh,,525,eml,emb,{},1.16666666667,112.333333333,Papunesia,,Embaloh,58,False,False
embera chami,,135,emc,cmi,{},5.0,-76.0,South America,,Embera Chami,871,False,False
embera (northern),,135,emb,emp,{},6.83333333333,-77.1666666667,South America,,Emberá (Northern),1953,False,False
emerillon,,457,eme,eme,{},3.16666666667,-52.4166666667,South America,,Émérillon,2664,False,False
emmi,,798,emm,amy,{},-13.5,130.0,Australia,,Emmi,1167,False,False
enets,,463,ene,"enf, enh",{},67.5,86.5,Eurasia,,Enets,1544,False,False
enga,,433,ena,enq,{},-5.5,143.666666667,Papunesia,,Enga,675,False,False
engenni,,295,egn,enn,{},5.16666666667,6.38333333333,Africa,,Engenni,1993,False,False
enggano,,520,eno,eno,{},-5.41666666667,102.25,Papunesia,,Enggano,1795,False,False
english,,181,eng,eng,{},52.0,0.0,Eurasia,,English,2551,True,True
enya,,274,eny,gey,{},-0.5,25.25,Africa,,Enya,316,False,False
epena pedee,,135,epe,sja,{},3.0,-77.0,South America,,Epena Pedee,2457,False,True
erromangan,,87,err,erg,{},-18.8333333333,169.166666667,Papunesia,,Erromangan,2150,False,False
ese ejja,,403,ese,ese,{},-11.0,-66.0,South America,,Ese Ejja,1994,False,False
esmeraldeno,,402,esm,,{},0.333333333333,-79.8333333333,South America,,Esmeraldeño,1069,False,False
esselen,,159,ess,esq,{},36.25,-121.75,North America,,Esselen,676,False,False
estonian,,465,est,est,{},59.0,26.0,Eurasia,,Estonian,2235,False,False
etsako,,295,ets,ets,{},7.25,6.5,Africa,,Etsako,59,False,False
eudeve,,805,eud,opt,{},29.1666666667,-109.666666667,North America,,Eudeve,1679,False,False
even,,21,evn,eve,{},68.0,130.0,Eurasia,,Even,2204,False,False
evenki,,21,eve,evn,{},56.0,125.0,Eurasia,,Evenki,2535,False,True
ewe,,275,ewe,ewe,{},6.33333333333,0.416666666667,Africa,,Ewe,2443,False,True
ewe (anglo),,275,ewa,ewe,{},6.0,1.0,Africa,,Ewe (Anglo),317,False,False
ewondo,,274,ewo,ewo,{},4.0,12.0,Africa,,Ewondo,2135,False,False
eyak,,264,eya,eya,{},60.5,-145.0,North America,,Eyak,1391,False,False
faroese,,181,far,fao,{},62.0,-7.0,Eurasia,,Faroese,1113,False,False
fasu,,440,fas,faa,{},-6.58333333333,143.333333333,Papunesia,,Fasu,1929,False,False
fefe,,274,fef,fmp,{},5.25,10.1666666667,Africa,,Fe'fe',1304,False,False
fijian,,87,fij,fij,{},-17.8333333333,178.0,Papunesia,,Fijian,2510,True,True
fijian (wayan),,87,fiw,wyy,{},-17.0,177.3,Papunesia,,Fijian (Wayan),60,False,False
finnish,,465,fin,fin,{},62.0,25.0,Eurasia,,Finnish,2546,True,True
finnish sign language,,330,fsl,fse,{},62.0,26.0,Eurasia,,Finnish Sign Language,318,False,False
fiote,,274,fio,kng,{},-5.5,14.0,Africa,,Fiote,872,False,False
foe,,444,foe,foi,{},-6.5,143.5,Papunesia,,Foe,983,False,False
folopa,,411,pdp,ppo,{},-7.0,144.5,Papunesia,,Folopa,737,False,False
fongbe,,275,fon,fon,{},6.41666666667,2.16666666667,Africa,,Fongbe,1305,False,False
fordata,,75,frd,frd,{},-6.75,131.5,Papunesia,,Fordata,924,False,False
fore,,430,for,for,{},-6.75,145.5,Papunesia,,Fore,1830,False,False
fox,,17,fox,sac,{},43.0,-83.0,North America,,Fox,873,False,False
french,,184,fre,fra,{},48.0,2.0,Eurasia,,French,2550,True,True
frisian,,181,fri,frs,{},53.0,5.0,Eurasia,,Frisian,1680,False,False
frisian (eastern),,181,fea,frs,{},53.5833333333,7.5,Eurasia,,Frisian (Eastern),61,False,False
frisian (north),,181,fno,frr,{},54.5,9.0,Eurasia,,Frisian (North),62,False,False
frisian (western),,181,frw,fry,{},53.0,6.0,Eurasia,,Frisian (Western),528,False,False
fula (burkina faso),,821,fbf,fuh,{},14.0,0.0,Africa,,Fula (Burkina Faso),64,False,False
fula (guinean),,821,fgu,fuf,{},11.5,-12.5,Africa,,Fula (Guinean),529,False,False
fula (mauritanian),,821,fma,fuc,{},16.5,-13.75,Africa,,Fula (Mauritanian),677,False,False
fula (senegal),,821,fus,fuc,{},15.0,-14.0,Africa,,Fula (Senegal),319,False,False
fulfulde adamawa,,821,fua,fub,{},9.16666666667,13.5,Africa,,Fulfulde (Adamawa),1892,False,False
fulfulde (maasina),,821,fum,ffm,{},15.0,-5.0,Africa,,Fulfulde (Maasina),66,False,False
fulfulde nigerian,,821,fni,fuv,{},10.25,11.25,Africa,,Fulfulde (Nigerian),2227,False,False
ful (liptako),,821,fli,fuh,{},13.5,0.5,Africa,,Ful (Liptako),63,False,False
fulnio,,237,ful,fun,{},-8.0,-37.5,South America,,Fulniô,1893,False,False
fur,,306,fur,fvr,{},13.5,25.0,Africa,,Fur,2367,False,True
futunaaniwa,,87,fut,fut,{},-19.5333333333,170.216666667,Papunesia,,Futuna-Aniwa,2093,False,False
futuna (east),,87,fue,fud,{},-14.3333333333,-178.166666667,Papunesia,,Futuna (East),981,False,False
fuzhou,,375,fuz,cdo,{},26.0,119.5,Eurasia,,Fuzhou,1231,False,False
fyem,,283,fye,pym,{},9.58333333333,9.33333333333,Africa,,Fyem,2173,False,False
ga,,275,ga,gaa,{},5.66666666667,-0.166666666667,Africa,,Gã,1866,False,False
gaagudju,,49,gaa,gbu,{},-12.5833333333,132.833333333,Australia,,Gaagudju,1352,False,False
gaalpu,,793,glp,dhg,{},-12.6666666667,136.75,Australia,,Gaalpu,678,False,False
gaanda,,5,gnd,gqa,{},10.3333333333,12.5833333333,Africa,,Ga'anda,1168,False,False
gadaba (kondekor),,148,gdk,gdb,{},18.75,83.5,Eurasia,,Gadaba (Kondekor),2552,False,False
gade,,278,gad,ged,{},8.66666666667,7.41666666667,Africa,,Gade,530,False,False
gadsup,,430,gds,gaj,{},-6.25,146.0,Papunesia,,Gadsup,1954,False,False
gaelic (scots),,187,gae,gla,{},57.0,-4.0,Eurasia,,Gaelic (Scots),2236,False,False
gagauz,,19,gag,gag,{},46.3333333333,28.6666666667,Eurasia,,Gagauz,925,False,False
gahuku,,430,gah,gah,{},-6.0,145.416666667,Papunesia,,Gahuku,1593,False,False
galela,,494,gll,gbi,{},2.41666666667,128.333333333,Papunesia,,Galela,1169,False,False
galician,,184,glc,glg,{},43.0,-8.0,Eurasia,,Galician,531,False,False
galo,,382,gal,adi,{},28.1666666667,94.6666666667,Eurasia,,Galo,1453,False,False
gamilaraay,,791,gml,kld,{},-29.8333333333,149.5,Australia,,Gamilaraay,67,False,False
gamo,,13,gam,gmv,{},6.66666666667,37.25,Africa,,Gamo,1545,False,False
gapapaiwa,,87,gap,pwg,{},-9.75,149.833333333,Papunesia,,Gapapaiwa,1546,False,False
garifuna,,782,grf,cab,{},15.6666666667,-88.0,North America,,Garífuna,1995,False,False
garo,,383,gar,grt,{},25.6666666667,90.5,Eurasia,,Garo,2403,False,True
garrwa,,47,grr,wrk,{},-17.0833333333,137.166666667,Australia,,Garrwa,2174,False,False
garus,,437,grs,gyb,{},-4.95,145.666666667,Papunesia,,Garus,532,False,False
gaviao,,455,gav,gvo,{},-10.6666666667,-62.0,South America,,Gavião,1504,False,False
gayo,,521,gay,gay,{},4.5,97.5,Papunesia,,Gayo,679,False,False
gbaya northwest,,537,gbk,gya,{},6.0,15.0,Africa,,Gbaya (Northwest),1547,False,False
gbaya southwest,,537,gbs,gso,{},4.7,14.96,Africa,,Gbaya (Southwest),2684,False,False
gbeya bossangoa,,537,gbb,gbp,{},6.66666666667,17.5,Africa,,Gbeya Bossangoa,2276,False,False
gela,,87,gel,nlg,{},-9.08333333333,160.25,Papunesia,,Gela,1548,False,False
gelao,,405,gla,gqu,{},22.9166666667,105.5,Eurasia,,Gelao,1232,False,False
georgian,,205,geo,kat,{},42.0,44.0,Eurasia,,Georgian,2526,True,True
german,,181,ger,deu,{},52.0,10.0,Eurasia,,German,2539,True,True
german (appenzell),,181,gpz,gsw,{},47.3333333333,9.33333333333,Eurasia,,German (Appenzell),68,False,False
german (bavarian),,181,gba,bar,{},49.0,11.5,Eurasia,,German (Bavarian),69,False,False
german (berlin),,181,gbl,deu,{},52.5,13.3333333333,Eurasia,,German (Berlin),70,False,False
german (bern),,181,gbe,gsw,{},47.0,7.41666666667,Eurasia,,German (Bern),71,False,False
german (hannover),,181,gha,deu,{},52.4166666667,9.66666666667,Eurasia,,German (Hannover),72,False,False
german (mansfeldisch),,181,gma,deu,{},51.5833333333,11.5,Eurasia,,German (Mansfeldisch),73,False,False
german (ostschweiz),,181,gos,gsw,{},47.4166666667,9.25,Eurasia,,German (Ostschweiz),74,False,False
german (ripuarian),,181,grp,ksh,{},51.0,7.0,Eurasia,,German (Ripuarian),75,False,False
german (thurgau),,181,gtg,gsw,{},47.5833333333,9.16666666667,Eurasia,,German (Thurgau),76,False,False
german (thuringian),,181,gth,deu,{},51.0,11.0,Eurasia,,German (Thuringian),77,False,False
german (timisoara),,181,gti,deu,{},45.75,21.25,Eurasia,,German (Timisoara),78,False,False
german (upper austrian),,181,gau,bar,{},47.0,14.0,Eurasia,,German (Upper Austrian),79,False,False
german (viennese),,181,gvi,bar,{},48.1666666667,16.3333333333,Eurasia,,German (Viennese),80,False,False
german (westphalian),,181,gwe,wep,{},52.0,7.5,Eurasia,,German (Westphalian),82,False,False
german (zurich),,181,gzu,gsw,{},47.4166666667,8.5,Eurasia,,German (Zurich),83,False,False
ghotuo,,295,gho,aaa,{},7.08333333333,5.75,Africa,,Ghotuo,84,False,False
ghulfan,,307,nbh,ghl,{},12.0,31.0,Africa,,Ghulfan,822,False,False
gidabal,,791,gid,bdy,{},-28.4166666667,152.416666667,Australia,,Gidabal,1638,False,False
gidar,,5,gdr,gid,{},10.0,14.0,Africa,,Gidar,85,False,False
gilaki,,183,gil,glk,{},37.3333333333,50.0,Eurasia,,Gilaki,926,False,False
gimira,,13,gim,bcq,{},7.0,35.75,Africa,,Gimira,1930,False,False
gitksan,,352,git,git,{},55.3333333333,-127.75,North America,,Gitksan,1549,False,False
giziga,,5,giz,"gis, giz",{},10.3333333333,14.1666666667,Africa,,Giziga,86,False,False
goajiro,,782,goa,guc,{},12.0,-72.0,South America,,Goajiro,2205,False,False
godie,,277,gdi,god,{},5.41666666667,-5.83333333333,Africa,,Godié,1031,False,False
godoberi,,269,god,gdo,{},42.6666666667,46.0833333333,Eurasia,,Godoberi,1955,False,False
goemai,,6,goe,ank,{},8.66666666667,9.75,Africa,,Goemai,1639,False,False
gogodala,,162,gog,ggw,{},-8.08333333333,142.833333333,Papunesia,,Gogodala,796,False,False
gojri,,182,goj,gju,{},32.75,76.25,Eurasia,,Gojri,533,False,False
gokana,,293,gok,gkn,{},4.58333333333,7.33333333333,Africa,,Gokana,1796,False,False
gola,,291,gol,gol,{},7.25,-10.8333333333,Africa,,Gola,1233,False,False
golin,,438,gln,gvf,{},-6.33333333333,144.75,Papunesia,,Golin,1681,False,False
gondi,,147,gon,"ggo, gno",{},19.0,81.0,Eurasia,,Gondi,1718,False,False
gooniyandi,,30,goo,gni,{},-18.3333333333,126.333333333,Australia,,Gooniyandi,2481,True,True
gorontalo,,513,grt,gor,{},0.5,122.0,Papunesia,,Gorontalo,87,False,False
gorowa,,1,gor,gow,{},-4.5,36.5,Africa,,Gorowa,680,False,False
great andamanese,,163,gan,apq,{},12.0,92.6666666667,Eurasia,,Great Andamanese,1754,False,False
grebo,,277,grb,grj,{},5.0,-8.0,Africa,,Grebo,2444,True,True
greek (cypriot),,186,gcy,ell,{},34.75,33.0,Eurasia,,Greek (Cypriot),88,False,False
greek (modern),,186,grk,ell,{},39.0,22.0,Eurasia,,Greek (Modern),2540,True,True
greek sign language,,330,gsl,gss,{},38.5,22.0,Eurasia,,Greek Sign Language,320,False,False
greenlandic (east),,158,gre,kal,{},65.0,-40.0,Eurasia,,Greenlandic (East),534,False,False
greenlandic (south),,158,gso,kal,{},60.0,-44.0,Eurasia,,Greenlandic (South),321,False,False
greenlandic (west),,158,grw,kal,{},64.0,-51.0,Eurasia,,Greenlandic (West),2519,True,True
guadeloupe creole,,331,gdl,gcf,{},16.25,-61.5,North America,,Guadeloupe Creole,89,False,False
guahibo,,164,ghb,guh,{},5.0,-69.0,South America,,Guahibo,1454,False,False
guajajara,,457,gjj,gub,{},-5.0,-46.0,South America,,Guajajara,1797,False,False
guambiano,,106,gmb,gum,{},2.5,-76.6666666667,South America,,Guambiano,1505,False,False
guana,,248,gna,gva,{},-22.0,-58.0,South America,,Guana,322,False,False
guanano,,452,gno,gvc,{},0.833333333333,-69.5,South America,,Guanano,535,False,False
guaque,,119,guq,cbd,{},1.0,-72.0833333333,South America,,Guaque,90,False,False
guarani,,457,gua,gug,{},-26.0,-56.0,South America,,Guaraní,2492,True,True
guarijio,,479,grj,var,{},27.75,-108.666666667,North America,,Guarijío,1755,False,False
guato,,241,gto,gta,{},-17.0,-58.0,South America,,Guató,1234,False,False
guayabero,,164,gyb,guo,{},2.83333333333,-72.0,South America,,Guayabero,323,False,False
gude,,5,gud,gde,{},10.4166666667,13.4166666667,Africa,,Gude,2076,False,False
guduf,,5,gdf,gdf,{},11.2333333333,13.8,Africa,,Guduf,536,False,False
guere,,277,gue,"gxx, wec",{},6.66666666667,-7.75,Africa,,Guere,91,False,False
gugada,,793,gug,ktd,{},-30.0,134.0,Australia,,Gugada,1594,False,False
gugadj,,794,ggd,ggd,{},-18.5,140.5,Australia,,Gugadj,2561,False,False
guhusamane,,442,guh,ghs,{},-8.0,147.333333333,Papunesia,,Guhu-Samane,1170,False,False
guianese french creole,,331,gfr,gcr,{},5.0,-53.0,South America,,Guianese French Creole,92,False,False
guinea bissau crioulo,,331,gbc,pov,{},12.0,-15.0,Africa,,Guinea Bissau Crioulo,93,False,False
gujarati,,182,guj,guj,{},23.0,72.0,Eurasia,,Gujarati,1931,False,False
gula (in central african republic),,305,gul,glu,{},9.5,22.5,Africa,,Gula (in Central African Republic),1682,False,False
gula iro,,813,gir,glj,{},10.25,19.4166666667,Africa,,Gula Iro,324,False,False
gumatj,,793,gmt,gnn,{},-12.5,135.5,Australia,,Gumatj,94,False,False
gumawana,,87,gmw,gvs,{},-9.25,150.833333333,Papunesia,,Gumawana,2041,False,False
gumbaynggir,,791,gum,kgs,{},-30.1666666667,152.5,Australia,,Gumbaynggir,2110,False,False
gumuz,,321,gmz,guk,{},12.5,35.8333333333,Africa,,Gumuz,1867,False,False
gunbalang,,44,gnb,wlg,{},-12.0,134.0,Australia,,Gunbalang,1506,False,False
gungbe,,275,guw,guw,{},6.5,2.5,Africa,,Gungbe,2590,False,False
gunin,,29,gnn,gww,{},-14.25,126.666666667,Australia,,Gunin,1392,False,False
gunu,,274,gun,yas,{},4.58333333333,11.25,Africa,,Gunu,681,False,False
gununa kune,,138,gku,pue,{},-41.0,-67.0,South America,,Gününa Küne,1595,False,False
gunya,,794,gny,gyy,{},-26.5,146.5,Australia,,Gunya,537,False,False
gupapuyngu,,793,guf,guf,{},-12.0,136.0,Australia,,Gupapuyngu,2562,False,False
gureng gureng,,791,ggu,gnr,{},-25.25,151.0,Australia,,Gureng Gureng,1455,False,False
gurenne,,808,grn,gur,{},10.8333333333,-0.916666666667,Africa,,Gurenne,874,False,False
gurindji,,793,gji,gue,{},-17.6666666667,130.666666667,Australia,,Gurindji,325,False,False
gurma,,808,grm,gux,{},12.25,1.0,Africa,,Gurma,326,False,False
guro,,273,gro,goa,{},7.0,-6.0,Africa,,Guro,96,False,False
gurrgoni,,31,grg,gge,{},-12.25,134.416666667,Australia,,Gurr-goni,1393,False,False
gurung,,389,gur,"ggn, gvr",{},28.3333333333,84.3333333333,Eurasia,,Gurung,1831,False,False
gusii,,274,gus,guz,{},-0.75,34.8333333333,Africa,,Gusii,97,False,False
gutob,,66,gdb,gbj,{},19.0,83.6666666667,Eurasia,,Gutob,795,False,False
guugu yimidhirr,,794,guu,kky,{},-15.0,144.833333333,Australia,,Guugu Yimidhirr,2237,False,False
gwari,,278,gwa,gbr,{},9.5,7.0,Africa,,Gwari,2111,False,False
gworok,,283,gwo,kcg,{},9.91666666667,8.16666666667,Africa,,Gworok,1114,False,False
gyarong (cogtse),,390,gyc,jya,{},31.5,102.0,Eurasia,,Gyarong (Cogtse),2622,False,False
hadza,,166,had,hts,{},-3.75,35.1666666667,Africa,,Hadza,1235,False,False
haida,,167,hai,"hax, hdn",{},53.0,-132.0,North America,,Haida,2396,False,True
haida (northern),,167,hno,hdn,{},54.0,-132.5,North America,,Haida (Northern),682,False,False
haisla,,482,hsl,has,{},54.0,-128.75,North America,,Haisla,98,False,False
haitian creole,,331,hcr,hat,{},19.0,-72.5,North America,,Haitian Creole,984,False,False
hakka,,375,hak,hak,{},25.0,116.0,Eurasia,,Hakka,1832,False,False
halang,,63,hln,hal,{},14.5,107.5,Eurasia,,Halang,538,False,False
halbi,,182,hlb,hlb,{},21.0,81.0,Eurasia,,Halbi,683,False,False
halia,,87,hal,hla,{},-5.25,154.666666667,Papunesia,,Halia,1798,False,False
halkomelem (island),,360,hli,hur,{},49.2,-123.0,North America,,Halkomelem (Island),2554,False,False
halkomelem (upriver),,360,hlu,hur,{},49.25,-121.916666667,North America,,Halkomelem (Upriver),2555,False,False
hamer,,9,hmr,amf,{},5.0,36.5,Africa,,Hamer,1799,False,False
hamtai,,449,ham,hmt,{},-7.5,146.25,Papunesia,,Hamtai,2334,False,True
hanga hundi,,826,hhu,wos,{},-3.83333333333,142.916666667,Papunesia,,Hanga Hundi,1306,False,False
hani,,380,han,hni,{},23.0,103.0,Eurasia,,Hani,1115,False,False
hanunoo,,513,hnn,hnn,{},12.3333333333,121.25,Papunesia,,Hanunóo,797,False,False
harari,,10,hrr,har,{},9.25,42.1666666667,Africa,,Harari,99,False,False
harsusi,,10,hrs,hss,{},20.0,56.5,Eurasia,,Harsusi,327,False,False
haruai,,461,har,tmd,{},-5.08333333333,144.166666667,Papunesia,,Haruai,539,False,False
hatam,,495,hat,had,{},-1.0,134.0,Papunesia,,Hatam,2293,False,False
hausa,,6,hau,hau,{},12.0,7.0,Africa,,Hausa,2531,True,True
havasupai,,170,hav,yuf,{},35.75,-112.5,North America,,Havasupai,100,False,False
hawaiian,,87,haw,haw,{},19.5833333333,-155.5,Papunesia,,Hawaiian,2350,False,False
hawaiian creole,,331,hwc,hwc,{},21.5,-158.0,North America,,Hawaiian Creole,798,False,False
hawrami,,183,hwr,hac,{},35.75,45.5,Eurasia,,Hawrami,875,False,False
haya,,274,hya,hay,{},-2.0,31.5,Africa,,Haya,1596,False,False
hayu,,512,hay,vay,{},27.25,86.0,Eurasia,,Hayu,2022,False,False
hdi,,5,hdi,xed,{},11.8666666667,13.7166666667,Africa,,Hdi,876,False,False
hebrew (modern),,10,heb,heb,{},31.5,34.8333333333,Eurasia,,Hebrew (Modern),2511,True,True
hebrew (modern ashkenazic),,10,hba,heb,{},31.75,35.1666666667,Eurasia,,Hebrew (Modern Ashkenazic),1236,False,False
hehe,,274,heh,heh,{},-8.0,36.0,Africa,,Hehe,1116,False,False
heiltsuk,,482,hei,hei,{},52.0,-127.5,North America,,Heiltsuk,1394,False,False
hemba,,274,hem,hem,{},-6.25,27.1666666667,Africa,,Hemba,1070,False,False
herero,,274,her,her,{},-20.5833333333,19.0,Africa,,Herero,799,False,False
hianacoto,,119,hia,cbd,{},0.833333333333,-71.0,South America,,Hianacoto,101,False,False
hidatsa,,391,hid,hid,{},47.0,-102.5,North America,,Hidatsa,1597,False,False
hiligaynon,,513,hil,hil,{},10.25,123.0,Papunesia,,Hiligaynon,1550,False,False
hindi,,182,hin,hin,{},25.0,77.0,Eurasia,,Hindi,2523,True,True
hinuq,,269,hnk,gin,{},42.1666666667,46.0,Eurasia,,Hinuq,102,False,False
hixkaryana,,119,hix,hix,{},-1.0,-59.0,South America,,Hixkaryana,2520,True,True
hlai (baoding),,406,lic,lic,{},19.0,109.5,Eurasia,,Hlai (Baoding),2627,False,False
hmar,,386,hma,hmr,{},24.1666666667,93.0,Eurasia,,Hmar,1640,False,False
hmong daw,,169,hmd,mww,{},26.0,105.0,Eurasia,,Hmong Daw,877,False,False
hmong njua,,169,hmo,"cqd, hnj",{},28.0,105.0,Eurasia,,Hmong Njua,2445,True,True
ho,,66,ho,hoc,{},22.0,86.0,Eurasia,,Ho,1598,False,False
hoan,,213,huc,huc,{},-25.5,25.0,Africa,,=|Hoan,2671,False,False
hoava,,87,hoa,hoa,{},-8.08333333333,157.5,Papunesia,,Hoava,684,False,False
holoholo,,274,hol,hoo,{},-5.16666666667,29.9166666667,Africa,,Holoholo,1071,False,False
hong kong sign language,,330,hks,,{},22.5,114.0,Eurasia,,Hong Kong Sign Language,328,False,False
hopi,,473,hop,hop,{},36.0,-110.0,North America,,Hopi,2238,False,False
hre,,63,hre,hre,{},14.6666666667,108.666666667,Eurasia,,Hre,103,False,False
hua,,430,hua,ygr,{},-6.33333333333,145.333333333,Papunesia,,Hua,2151,False,False
hualapai,,170,hlp,yuf,{},35.5,-113.75,North America,,Hualapai,1719,False,False
huambisa,,197,hmb,hub,{},-4.0,-78.0,South America,,Huambisa,329,False,False
huastec,,250,htc,hus,{},22.0833333333,-99.3333333333,North America,,Huastec,2261,False,False
huave (san mateo del mar),,178,hve,huv,{},16.2166666667,-95.0,North America,,Huave (San Mateo del Mar),2283,False,False
huichol,,471,hui,hch,{},22.0,-104.0,North America,,Huichol,1800,False,False
huitoto (minica),,180,hmi,hto,{},-0.333333333333,-74.0,South America,,Huitoto (Minica),1996,False,True
huitoto (muinane),,180,hmu,hux,{},-2.41666666667,-71.0,South America,,Huitoto (Muinane),1117,False,False
huitoto (murui),,180,hum,huu,{},-1.0,-73.5,South America,,Huitoto (Murui),2094,False,False
hunde,,274,hnd,hke,{},-1.16666666667,28.8333333333,Africa,,Hunde,1720,False,False
hungarian,,464,hun,hun,{},47.0,20.0,Eurasia,,Hungarian,2544,False,True
hunzib,,269,hzb,huz,{},42.1666666667,46.25,Eurasia,,Hunzib,2463,False,True
hup,,261,hpd,jup,{},0.166666666667,-69.25,South America,,Hup,1721,False,False
hupa,,262,hup,hup,{},41.0833333333,-123.666666667,North America,,Hupa,2217,False,False
hyow,,386,hyo,csh,{},22.0833333333,92.4166666667,Eurasia,,Hyow,104,False,False
iaai,,87,iaa,iai,{},-20.4166666667,166.583333333,Papunesia,,Iaai,2319,False,False
iatmul,,826,iat,ian,{},-4.25,143.25,Papunesia,,Iatmul,687,False,False
iau,,228,iau,tmu,{},-3.16666666667,137.5,Papunesia,,Iau,1551,False,False
iban,,519,iba,iba,{},2.0,112.0,Papunesia,,Iban,2152,False,False
ibanag,,514,ibn,ibg,{},17.5,121.666666667,Papunesia,,Ibanag,105,False,False
ibibio,,293,ibi,ibb,{},5.25,7.83333333333,Africa,,Ibibio,106,False,False
icelandic,,181,ice,isl,{},65.0,-17.0,Eurasia,,Icelandic,2329,False,False
icelandic sign language,,330,ics,icl,{},65.0,-18.0,Eurasia,,Icelandic Sign Language,330,False,False
idoma,,289,ido,idu,{},6.91666666667,7.5,Africa,,Idoma,1171,False,False
idu,,376,idu,clk,{},29.3333333333,95.8333333333,Eurasia,,Idu,1172,False,False
iduna,,87,idn,viv,{},-9.33333333333,150.25,Papunesia,,Iduna,1599,False,False
ifiramele,,87,mxe,mxe,{},-17.75,168.25,Papunesia,,Ifira-Mele,2640,False,False
ifugao (batad),,514,ifu,ifb,{},16.8333333333,121.083333333,Papunesia,,Ifugao (Batad),1801,False,False
ifumu,,274,ifm,ifm,{},-3.66666666667,15.3333333333,Africa,,Ifumu,800,False,False
igbo,,272,igb,ibo,{},6.0,7.33333333333,Africa,,Igbo,2410,False,True
igede,,289,ige,ige,{},7.0,8.16666666667,Africa,,Igede,1353,False,False
ignaciano,,535,ign,ign,{},-15.1666666667,-65.4166666667,South America,,Ignaciano,1868,False,False
iha,,488,iha,ihp,{},-2.91666666667,132.25,Papunesia,,Iha,878,False,False
ijo (kolokuma),,288,ijo,ijc,{},4.91666666667,5.66666666667,Africa,,Ijo (Kolokuma),2300,False,False
